Id,SalePrice
1461,124418
1462,162118
1463,188261
1464,192222
1465,196081
1466,170864
1467,184797
1468,163239
1469,194966
1470,118498
1471,189798
1472,95850
1473,93877
1474,152936
1475,119460
1476,370303
1477,253168
1478,309864
1479,300446
1480,438874
1481,315205
1482,201218
1483,171012
1484,162046
1485,189809
1486,193678
1487,341319
1488,228850
1489,193238
1490,246985
1491,192304
1492,98545
1493,193253
1494,298816
1495,303775
1496,245870
1497,171179
1498,164545
1499,166268
1500,159769
1501,187407
1502,157065
1503,293875
1504,234529
1505,205895
1506,194145
1507,258978
1508,196411
1509,161532
1510,140528
1511,150381
1512,173563
1513,148014
1514,170799
1515,194732
1516,149889
1517,168048
1518,127123
1519,205855
1520,126745
1521,130581
1522,170566
1523,109985
1524,121792
1525,125281
1526,116188
1527,107102
1528,137989
1529,147455
1530,190741
1531,126516
1532,105617
1533,145817
1534,121846
1535,159004
1536,111160
1537,53765
1538,169822
1539,203007
1540,113766
1541,132334
1542,138944
1543,191220
1544,83756
1545,119272
1546,133015
1547,131860
1548,127463
1549,111014
1550,133308
1551,118678
1552,150694
1553,159020
1554,124989
1555,170736
1556,97638
1557,110893
1558,97419
1559,94841
1560,126626
1561,125679
1562,126680
1563,120455
1564,167231
1565,147741
1566,246383
1567,67231
1568,233728
1569,132522
1570,148135
1571,115852
1572,149158
1573,251740
1574,120296
1575,238783
1576,237650
1577,170947
1578,157611
1579,140858
1580,190629
1581,168526
1582,128221
1583,304831
1584,216430
1585,143615
1586,54215
1587,105836
1588,161921
1589,97369
1590,131016
1591,93790
1592,119845
1593,125870
1594,126739
1595,113672
1596,206420
1597,170983
1598,194021
1599,188067
1600,169529
1601,61262
1602,120127
1603,90018
1604,263285
1605,246769
1606,168874
1607,188221
1608,202171
1609,192093
1610,159418
1611,140167
1612,171157
1613,164938
1614,145207
1615,98854
1616,74924
1617,92071
1618,122786
1619,146354
1620,168588
1621,140063
1622,150266
1623,298763
1624,204283
1625,121248
1626,165283
1627,190609
1628,290120
1629,171178
1630,337153
1631,205423
1632,236252
1633,170756
1634,188069
1635,185828
1636,159321
1637,193344
1638,198273
1639,187722
1640,250870
1641,188373
1642,226767
1643,207515
1644,220504
1645,240339
1646,165610
1647,162375
1648,126701
1649,136392
1650,120384
1651,118022
1652,97350
1653,105238
1654,147944
1655,138466
1656,144015
1657,147249
1658,146358
1659,123285
1660,148305
1661,466458
1662,382780
1663,371748
1664,468789
1665,316104
1666,346780
1667,357826
1668,337826
1669,305083
1670,357332
1671,271734
1672,397025
1673,303289
1674,245942
1675,194756
1676,199697
1677,206611
1678,425618
1679,371803
1680,327369
1681,257262
1682,320576
1683,191523
1684,187398
1685,171330
1686,163358
1687,170698
1688,190514
1689,192119
1690,195010
1691,190135
1692,259598
1693,170760
1694,186703
1695,167406
1696,278556
1697,168706
1698,355474
1699,310407
1700,253062
1701,272979
1702,247548
1703,249813
1704,298008
1705,226721
1706,400029
1707,199638
1708,194331
1709,258582
1710,200307
1711,261333
1712,256775
1713,283498
1714,206386
1715,195899
1716,180668
1717,169018
1718,140905
1719,200546
1720,236072
1721,169769
1722,138846
1723,165824
1724,199728
1725,230651
1726,190438
1727,151163
1728,187987
1729,161523
1730,150853
1731,120822
1732,126619
1733,112430
1734,116741
1735,136065
1736,104977
1737,319785
1738,250747
1739,258493
1740,219739
1741,189945
1742,169218
1743,186639
1744,312993
1745,204093
1746,202496
1747,221090
1748,234899
1749,150268
1750,143684
1751,251025
1752,120281
1753,157828
1754,201181
1755,170020
1756,126356
1757,122335
1758,149105
1759,166676
1760,167873
1761,158587
1762,186247
1763,181751
1764,118271
1765,188361
1766,195836
1767,232254
1768,145097
1769,166801
1770,158698
1771,125483
1772,135266
1773,129644
1774,146837
1775,133107
1776,126749
1777,111849
1778,148595
1779,123756
1780,169197
1781,126623
1782,85369
1783,143358
1784,110443
1785,126679
1786,143695
1787,170532
1788,63845
1789,103195
1790,86640
1791,188767
1792,160774
1793,128801
1794,162135
1795,129359
1796,142651
1797,126694
1798,118465
1799,118913
1800,126561
1801,127427
1802,126652
1803,149784
1804,135507
1805,139672
1806,126722
1807,139605
1808,127514
1809,126695
1810,143748
1811,80077
1812,97098
1813,126551
1814,83781
1815,50341
1816,107668
1817,115453
1818,159650
1819,129645
1820,62621
1821,112290
1822,152050
1823,53744
1824,134410
1825,144835
1826,94961
1827,98297
1828,126757
1829,112522
1830,149601
1831,154332
1832,91626
1833,143259
1834,134476
1835,126570
1836,127948
1837,96190
1838,126553
1839,100790
1840,162706
1841,137969
1842,90887
1843,131296
1844,126758
1845,139861
1846,150347
1847,169510
1848,36211
1849,110846
1850,117355
1851,158064
1852,123309
1853,126734
1854,168580
1855,150736
1856,207164
1857,160330
1858,135241
1859,109187
1860,157773
1861,107631
1862,291787
1863,280850
1864,280781
1865,337520
1866,327762
1867,225371
1868,299070
1869,201168
1870,225965
1871,247223
1872,171227
1873,232499
1874,152091
1875,197535
1876,193109
1877,206819
1878,196214
1879,132829
1880,133410
1881,250110
1882,247544
1883,184178
1884,195727
1885,251172
1886,299665
1887,206401
1888,293300
1889,170023
1890,121388
1891,126629
1892,103298
1893,127246
1894,126697
1895,136045
1896,126821
1897,123968
1898,126548
1899,160322
1900,158671
1901,169953
1902,149874
1903,204154
1904,135296
1905,182364
1906,156903
1907,196490
1908,111027
1909,137052
1910,126532
1911,190657
1912,295792
1913,149820
1914,73289
1915,304813
1916,61856
1917,246227
1918,144617
1919,184816
1920,162360
1921,379290
1922,321540
1923,224048
1924,237966
1925,203158
1926,379247
1927,137352
1928,161776
1929,129065
1930,126660
1931,148610
1932,139984
1933,190349
1934,173718
1935,167610
1936,193395
1937,188724
1938,170592
1939,246369
1940,195298
1941,170256
1942,188948
1943,210867
1944,340217
1945,374716
1946,159937
1947,319565
1948,178316
1949,244980
1950,189350
1951,259057
1952,222507
1953,175264
1954,189591
1955,136742
1956,305022
1957,159383
1958,297380
1959,137360
1960,106449
1961,124003
1962,96154
1963,106915
1964,105873
1965,147168
1966,131269
1967,298845
1968,397384
1969,372896
1970,421070
