Id,SalePrice
1461,122552
1462,164168
1463,185640
1464,192454
1465,197303
1466,171758
1467,182758
1468,164251
1469,195902
1470,118681
1471,188532
1472,89891
1473,89289
1474,153767
1475,119224
1476,368608
1477,247986
1478,314684
1479,295645
1480,429787
1481,319449
1482,199938
1483,172474
1484,164153
1485,188551
1486,194283
1487,342747
1488,228871
1489,193731
1490,244215
1491,192557
1492,92082
1493,193749
1494,294110
1495,304442
1496,243639
1497,173283
1498,164347
1499,165975
1500,159871
1501,184034
1502,155382
1503,289666
1504,236613
1505,206631
1506,194870
1507,261258
1508,197718
1509,163232
1510,141862
1511,150701
1512,175268
1513,148633
1514,171441
1515,195608
1516,149185
1517,168705
1518,129458
1519,206517
1520,128696
1521,131933
1522,170480
1523,110637
1524,120790
1525,123132
1526,116970
1527,108565
1528,138154
1529,148477
1530,190306
1531,124007
1532,107633
1533,148174
1534,120826
1535,158413
1536,111836
1537,77053
1538,169822
1539,200701
1540,114498
1541,133188
1542,139549
1543,191206
1544,86201
1545,119098
1546,133675
1547,132848
1548,129702
1549,111688
1550,133884
1551,118770
1552,151722
1553,158442
1554,122936
1555,171136
1556,90436
1557,111564
1558,90369
1559,89583
1560,125714
1561,123399
1562,127064
1563,119892
1564,167451
1565,148557
1566,243904
1567,81161
1568,235521
1569,133322
1570,148667
1571,116628
1572,148953
1573,246670
1574,119785
1575,241750
1576,240868
1577,172161
1578,155714
1579,142344
1580,190094
1581,169122
1582,130244
1583,308527
1584,217452
1585,146369
1586,77190
1587,107770
1588,163933
1589,90354
1590,132244
1591,89262
1592,119483
1593,123527
1594,128543
1595,114401
1596,208157
1597,172334
1598,194714
1599,185275
1600,169663
1601,79339
1602,119672
1603,88112
1604,270376
1605,244103
1606,169310
1607,185565
1608,200345
1609,192292
1610,159202
1611,141334
1612,173178
1613,164376
1614,148061
1615,92907
1616,83507
1617,88738
1618,121457
1619,148272
1620,169155
1621,141183
1622,150326
1623,294060
1624,201950
1625,120424
1626,164669
1627,190057
1628,286770
1629,173275
1630,339031
1631,205260
1632,238961
1633,171233
1634,185278
1635,183374
1636,159016
1637,193864
1638,198681
1639,184625
1640,246221
1641,185851
1642,226030
1643,211340
1644,220115
1645,242085
1646,165097
1647,164187
1648,127597
1649,136118
1650,119845
1651,118449
1652,90348
1653,107372
1654,148613
1655,138851
1656,146953
1657,148437
1658,148273
1659,121792
1660,148714
1661,454398
1662,379739
1663,369897
1664,456478
1665,320251
1666,347620
1667,357475
1668,339631
1669,309504
1670,357035
1671,277853
1672,392449
1673,302563
1674,243676
1675,195638
1676,199289
1677,208711
1678,417960
1679,369945
1680,330301
1681,257624
1682,324240
1683,191576
1684,184017
1685,174013
1686,164260
1687,170953
1688,189878
1689,192324
1690,195957
1691,189166
1692,262570
1693,171253
1694,183624
1695,167720
1696,280912
1697,169219
1698,355377
1699,315168
1700,247644
