Id,SalePrice
1461,125875
1462,157086
1463,189880
1464,194230
1465,192140
1466,177272
1467,194101
1468,169612
1469,194313
1470,122671
1471,194174
1472,116185
1473,115666
1474,157050
1475,116293
1476,396563
1477,255848
1478,280575
1479,286798
1480,450230
1481,342618
1482,199135
1483,174533
1484,170239
1485,170290
1486,194211
1487,329886
1488,210777
1489,194285
1490,233820
1491,194285
1492,96665
1493,184285
1494,280026
1495,302276
1496,250490
1497,183708
1498,169128
1499,169843
1500,169801
1501,211844
1502,144565
1503,279915
1504,236636
1505,210709
1506,194285
1507,253127
1508,194328
1509,167399
1510,152661
1511,154698
1512,170834
1513,146782
1514,157806
1515,194281
1516,157908
1517,170095
1518,134895
1519,201991
1520,129519
1521,127915
1522,165901
1523,116344
1524,127751
1525,127724
1526,112485
1527,107195
1528,146888
1529,151697
1530,177471
1531,111053
1532,102375
1533,157325
1534,125513
1535,157187
1536,116109
1537,50094
1538,156909
1539,194132
1540,92639
1541,135533
1542,139832
1543,191651
1544,89706
1545,116956
1546,129210
1547,128636
1548,137130
1549,115223
1550,127719
1551,117470
1552,127793
1553,149880
1554,125811
1555,174836
1556,89160
1557,112932
1558,97264
1559,90651
1560,137398
1561,126477
1562,127758
1563,118760
1564,169965
1565,131034
1566,245866
1567,75571
1568,219838
1569,123967
1570,128815
1571,119448
1572,152777
1573,257567
1574,127749
1575,240557
1576,231553
1577,178524
1578,153199
1579,153894
1580,194105
1581,159183
1582,127780
1583,290136
1584,210777
1585,153878
1586,58272
1587,107721
1588,157806
1589,102927
1590,141234
1591,96032
1592,117507
1593,113614
1594,157533
1595,113304
1596,210472
1597,179884
1598,205997
1599,191228
1600,182857
1601,69795
1602,102810
1603,87284
1604,275080
1605,239223
1606,178613
1607,186750
1608,194307
1609,194237
1610,163651
1611,127782
1612,177301
1613,157465
1614,130882
1615,101299
1616,83043
1617,105066
1618,127727
1619,153542
1620,188628
1621,154455
1622,146095
1623,295131
1624,209351
1625,123504
1626,157438
1627,189009
1628,268378
1629,170787
1630,375484
1631,207750
1632,241208
1633,157392
1634,189870
1635,177121
1636,157041
1637,201943
1638,209975
1639,191899
1640,254243
1641,181058
1642,225613
1643,228549
1644,210683
1645,210690
1646,159511
1647,157660
1648,127788
1649,142698
1650,117979
1651,123830
1652,119861
1653,122062
1654,133659
1655,137087
1656,142512
1657,135561
1658,135623
1659,124277
1660,154677
1661,494379
1662,423794
1663,368344
1664,529200
1665,294562
1666,354972
1667,383435
1668,323195
1669,305047
1670,331502
1671,259919
1672,418991
1673,301663
1674,241149
1675,194278
1676,194701
1677,210061
1678,419686
1679,386988
1680,328130
1681,236881
1682,330751
1683,189572
1684,170930
1685,173019
1686,169448
1687,169158
1688,190015
1689,189153
1690,194139
1691,174386
1692,256401
1693,169670
1694,181576
1695,157279
1696,259325
1697,169300
1698,349619
1699,305945
1700,256307
1701,278148
1702,233902
1703,241165
1704,285213
1705,210710
1706,446166
1707,199883
1708,194281
1709,259670
1710,203154
1711,249323
1712,264715
1713,271246
1714,210741
1715,197192
1716,191678
1717,161914
1718,140281
1719,209264
1720,233437
1721,168307
1722,135277
1723,170060
1724,205968
1725,217705
1726,194138
1727,157089
1728,191437
1729,172688
1730,156610
1731,127370
1732,130991
1733,117100
1734,117689
1735,129884
1736,119689
1737,331261
1738,251309
1739,294515
1740,238100
1741,194175
1742,187132
1743,180900
1744,268748
1745,194124
1746,203999
1747,218858
1748,250977
1749,154573
1750,155201
1751,253240
1752,121038
1753,156569
1754,194228
1755,166163
1756,125589
1757,121419
1758,138319
1759,169894
1760,157790
1761,155791
1762,183026
1763,181166
1764,114423
1765,181572
