Id,SalePrice
1461,129536
1462,164730
1463,186972
1464,196332
1465,194264
1466,173031
1467,186890
1468,165895
1469,201039
1470,115160
1471,189290
1472,109952
1473,110485
1474,157126
1475,110961
1476,388904
1477,260008
1478,305042
1479,290016
1480,424555
1481,340433
1482,202674
1483,173101
1484,165364
1485,174237
1486,193585
1487,322039
1488,213442
1489,199271
1490,208796
1491,194881
1492,100389
1493,190131
1494,306491
1495,304062
1496,214862
1497,184080
1498,167347
1499,167880
1500,164949
1501,200519
1502,147724
1503,281496
1504,240219
1505,211071
1506,192751
1507,258729
1508,201694
1509,165370
1510,140543
1511,142756
1512,168359
1513,143156
1514,172421
1515,199023
1516,160683
1517,179084
1518,136534
1519,199349
1520,130370
1521,130416
1522,164756
1523,109813
1524,126924
1525,125143
1526,113614
1527,105533
1528,143651
1529,144652
1530,186435
1531,101796
1532,105773
1533,161933
1534,124335
1535,162402
1536,114352
1537,59355
1538,165382
1539,201170
1540,95537
1541,148638
1542,142036
1543,190607
1544,91053
1545,113938
1546,132276
1547,140354
1548,140459
1549,115572
1550,127466
1551,117961
1552,132200
1553,147757
1554,122065
1555,176232
1556,98751
1557,104188
1558,96909
1559,81755
1560,138687
1561,133429
1562,130102
1563,115370
1564,158782
1565,138839
1566,246594
1567,77996
1568,211384
1569,126721
1570,140184
1571,126174
1572,150487
1573,261560
1574,121636
1575,217230
1576,220071
1577,177043
1578,153875
1579,155065
1580,193471
1581,167694
1582,130725
1583,296367
1584,211367
1585,141957
1586,74896
1587,100713
1588,162766
1589,95745
1590,140869
1591,91985
1592,121407
1593,111224
1594,138169
1595,101265
1596,202923
1597,180729
1598,200674
1599,186653
1600,177721
1601,71374
1602,114889
1603,88259
1604,258534
1605,248629
1606,176855
1607,192351
1608,198640
1609,197147
1610,163298
1611,131170
1612,170443
1613,162345
1614,126892
1615,97456
1616,77679
1617,98933
1618,126665
1619,152796
1620,187665
1621,148902
1622,146523
1623,300840
1624,206658
1625,124991
1626,163312
1627,187514
1628,281168
1629,174097
1630,352057
1631,216112
1632,248846
1633,164571
1634,187585
1635,174838
1636,161962
1637,195267
1638,200547
1639,188105
1640,256142
1641,184074
1642,223443
1643,224835
1644,216498
1645,205378
1646,164738
1647,165079
1648,129925
1649,141691
1650,114818
1651,119615
1652,115073
1653,119497
1654,138973
1655,132812
1656,140855
1657,139995
1658,136818
1659,120075
1660,151568
1661,478069
1662,413396
1663,364714
1664,498367
1665,315269
1666,344917
1667,350623
1668,338694
1669,312404
1670,346565
1671,264341
1672,403934
1673,308648
1674,247039
1675,198569
1676,200336
1677,208589
1678,402324
1679,366978
1680,340771
1681,252904
1682,314536
1683,192545
1684,173160
1685,172490
1686,164490
1687,166476
1688,188498
1689,189111
1690,193508
1691,176868
1692,253907
1693,168037
1694,177776
1695,164307
1696,263258
1697,169063
1698,354773
1699,337092
1700,259726
1701,283671
1702,237921
1703,250417
1704,292724
1705,213449
1706,415083
1707,198400
1708,196511
1709,270175
1710,204403
1711,251922
1712,271070
1713,270388
1714,213106
1715,199642
1716,190596
1717,166624
1718,152863
1719,201726
1720,249112
1721,169256
1722,148892
1723,169389
1724,200246
1725,216595
1726,189686
1727,156368
1728,189356
1729,171372
1730,163535
1731,123898
1732,140368
1733,111784
1734,115337
1735,133163
1736,117558
1737,329664
1738,254667
1739,287175
1740,234034
1741,193609
1742,175892
1743,179782
1744,292111
1745,197871
1746,201652
1747,232699
1748,219680
1749,152979
1750,156913
1751,250229
1752,118585
1753,151674
1754,198699
1755,172531
1756,120316
1757,120921
1758,132997
1759,171316
1760,164818
1761,156445
1762,178798
1763,182388
1764,114072
1765,176821
1766,179456
1767,206014
1768,142780
1769,172992
1770,154244
1771,121981
1772,133926
1773,138331
1774,129145
1775,133810
1776,121461
1777,109388
1778,141452
1779,116946
1780,166691
1781,128142
1782,89181
1783,136285
1784,102974
1785,128123
1786,165941
1787,166424
1788,67125
1789,112207
1790,81536
1791,193878
1792,161262
1793,131670
1794,157229
1795,132518
1796,135294
1797,129556
1798,117090
1799,112088
1800,120724
1801,138192
1802,141114
1803,146257
1804,140969
1805,136276
1806,135374
1807,129226
1808,142933
1809,124910
1810,136357
1811,98741
1812,102313
1813,131407
1814,89853
1815,58505
1816,108401
1817,112446
1818,161588
1819,130697
1820,59521
1821,119908
1822,138628
1823,51972
1824,139470
1825,131904
1826,100277
1827,96345
1828,132527
1829,94561
1830,142441
1831,163927
1832,90508
1833,134630
1834,126860
1835,105795
1836,136594
1837,92898
1838,127936
1839,101928
1840,172043
1841,154271
1842,84499
1843,141466
1844,130199
1845,142453
1846,144917
1847,161123
1848,47019
1849,113617
1850,111830
1851,164036
1852,118823
1853,130074
1854,179796
1855,171428
1856,205192
1857,163130
1858,149464
1859,115885
1860,163950
1861,114975
1862,290019
1863,286840
1864,286825
1865,344438
1866,332155
1867,229936
1868,281900
1869,201965
1870,219488
1871,237873
1872,172414
1873,236985
1874,162858
1875,199820
1876,194090
1877,203569
1878,191257
1879,137233
1880,139888
1881,239929
1882,255522
1883,191729
1884,198793
1885,259256
1886,286790
1887,204292
1888,273425
1889,167108
1890,130284
1891,142568
1892,98692
1893,129485
1894,133484
1895,135639
1896,126821
1897,108352
1898,126786
1899,154541
1900,150359
1901,166307
1902,137312
1903,208956
1904,136165
1905,187248
1906,166691
1907,198572
1908,101752
1909,128164
1910,120719
1911,201200
1912,316425
1913,150596
1914,82785
1915,295478
1916,81233
1917,245567
1918,144622
1919,186561
1920,164065
1921,380038
1922,318771
1923,223362
1924,259917
1925,200231
1926,375467
1927,144215
1928,153176
1929,132338
1930,136991
1931,149361
1932,143193
1933,197540
