Id,SalePrice
1461,119618
1462,164841
1463,188037
1464,190994
1465,197667
1466,174619
1467,186385
1468,162410
1469,195795
1470,117922
1471,189832
1472,96598
1473,95578
1474,151613
1475,118229
1476,373999
1477,253826
1478,309139
1479,293850
1480,421298
1481,321741
1482,201076
1483,172902
1484,160386
1485,186420
1486,192171
1487,356338
1488,228551
1489,193817
1490,244692
1491,191372
1492,94986
1493,194948
1494,293518
1495,303687
1496,243760
1497,175099
1498,166553
1499,168020
1500,157543
1501,190321
1502,150353
1503,297071
1504,239380
1505,209242
1506,193113
1507,256950
1508,198496
1509,164176
1510,144942
1511,149940
1512,177830
1513,149102
1514,171468
1515,197602
1516,150104
1517,171388
1518,128985
1519,203756
1520,129120
1521,129672
1522,171549
1523,115346
1524,124192
1525,125686
1526,116376
1527,104890
1528,139299
1529,149062
1530,188338
1531,120323
1532,97509
1533,147091
1534,120604
1535,155081
1536,114206
1537,49268
1538,175094
1539,200788
1540,107864
1541,129700
1542,140389
1543,191588
1544,79644
1545,118454
1546,130109
1547,129416
1548,129614
1549,111163
1550,129623
1551,112363
1552,149475
1553,150641
1554,122352
1555,171775
1556,92408
1557,105493
1558,97740
1559,88831
1560,125202
1561,120243
1562,128624
1563,118632
1564,168528
1565,147275
1566,246106
1567,67316
1568,237823
1569,129620
1570,146422
1571,116475
1572,150126
1573,254729
1574,118615
1575,239183
1576,238839
1577,173685
1578,152639
1579,141774
1580,190152
1581,172349
1582,129629
1583,302725
1584,217696
1585,146139
1586,51661
1587,105965
1588,161865
1589,97963
1590,129846
1591,95000
1592,116334
1593,119821
1594,127686
1595,106450
1596,212356
1597,175493
1598,194951
1599,187069
1600,168947
1601,65289
1602,117506
1603,89595
1604,266908
1605,245126
1606,170664
1607,186323
1608,200132
1609,190555
1610,155250
1611,130218
1612,173413
1613,161266
1614,145405
1615,98129
1616,76247
1617,93694
1618,121423
1619,147086
1620,172414
1621,143064
1622,149953
1623,295937
1624,203418
1625,119819
1626,159092
1627,190174
1628,289516
1629,176313
1630,342794
1631,213893
1632,240018
1633,170598
1634,187954
1635,181229
1636,152413
1637,194653
1638,199983
1639,187339
1640,249573
1641,188332
1642,224665
1643,219092
1644,223876
1645,240657
1646,164702
1647,160088
1648,128749
1649,134399
1650,121023
1651,117801
1652,99776
1653,107108
1654,147811
1655,130388
1656,146250
1657,147065
1658,146560
1659,123210
1660,148223
1661,463944
1662,385875
1663,364013
1664,463904
1665,314285
1666,346031
1667,354178
1668,333689
1669,308814
1670,351799
1671,265600
1672,386172
1673,300751
1674,242200
1675,194947
1676,200805
1677,211756
1678,407655
1679,364792
1680,328410
1681,253686
1682,318642
1683,190534
1684,180015
1685,173107
1686,159050
1687,171367
1688,189395
1689,190340
1690,193860
1691,188022
1692,254992
1693,171255
1694,185456
1695,166902
1696,283793
1697,169968
1698,356363
1699,318818
1700,254545
1701,275577
1702,243665
1703,248288
1704,293964
1705,221703
1706,390508
1707,198969
1708,194746
1709,258644
1710,200417
1711,261166
1712,256990
