Id,SalePrice
1461,126824
1462,163671
1463,185855
1464,189107
1465,196353
1466,171803
1467,182922
1468,164344
1469,197648
1470,117979
1471,185743
1472,95541
1473,94889
1474,156349
1475,117527
1476,366016
1477,250936
1478,315418
1479,301087
1480,429964
1481,321283
1482,200892
1483,174586
1484,159619
1485,185759
1486,190874
1487,342501
1488,225815
1489,187705
1490,237444
1491,188933
1492,100888
1493,185796
1494,296897
1495,308345
1496,233797
1497,173042
1498,164144
1499,163485
1500,159343
1501,167838
1502,157987
1503,272686
1504,228195
1505,205641
1506,192388
1507,257077
1508,194585
1509,161695
1510,145776
1511,152786
1512,179803
1513,145278
1514,181014
1515,197069
1516,158690
1517,169377
1518,133702
1519,203721
1520,128509
1521,131511
1522,180746
1523,101823
1524,123455
1525,123746
1526,109541
1527,103610
1528,134781
1529,142823
1530,185698
1531,115146
1532,113149
1533,150045
1534,122585
1535,158642
1536,109422
1537,68094
1538,168655
1539,205521
1540,108469
1541,134367
1542,134648
1543,185818
1544,95005
1545,117673
1546,131134
1547,134269
1548,130774
1549,111437
1550,129364
1551,122871
1552,134850
1553,159068
1554,122806
1555,185059
1556,99623
1557,111195
1558,93044
1559,94337
1560,141251
1561,132032
1562,125151
1563,118136
1564,164648
1565,142692
1566,243680
1567,79496
1568,222825
1569,123941
1570,147709
1571,118735
1572,149794
1573,254951
1574,122828
1575,240794
1576,234073
1577,177963
1578,156761
1579,144060
1580,186142
1581,166460
1582,131770
1583,306688
1584,214974
1585,146047
1586,70266
1587,99818
1588,160728
1589,98630
1590,133532
1591,94056
1592,121972
1593,122257
1594,135630
1595,106787
1596,209839
1597,178665
1598,193503
1599,186012
1600,178836
1601,73147
1602,120904
1603,90252
1604,274472
1605,245060
1606,169239
1607,185795
1608,201885
1609,186577
1610,158949
1611,135840
1612,174433
1613,159546
1614,136160
1615,97538
1616,79411
1617,94907
1618,124305
1619,149910
1620,168858
1621,145636
1622,138384
1623,292324
1624,200029
1625,122563
1626,165870
1627,185851
1628,289090
1629,180366
1630,333635
1631,201936
1632,230666
1633,168067
1634,186015
1635,185775
1636,160757
1637,195203
1638,200966
1639,185716
1640,255139
1641,185760
1642,231078
1643,218596
1644,220789
1645,232203
1646,164232
1647,163037
1648,130356
1649,139376
1650,119792
1651,119687
1652,98335
1653,104631
1654,142730
1655,133848
1656,143105
1657,143940
1658,141334
1659,121287
1660,158134
1661,457585
1662,380069
1663,369982
1664,462322
1665,321680
1666,347663
1667,351296
1668,339285
1669,314245
1670,351057
1671,271726
1672,395722
1673,304342
1674,249409
1675,193692
1676,198230
1677,209225
1678,413685
1679,373404
1680,322766
1681,257072
1682,324259
1683,187947
1684,185566
1685,182212
1686,162664
1687,169925
1688,187904
1689,187989
1690,196106
1691,185986
1692,267600
1693,168884
1694,185626
1695,163684
1696,268342
1697,166036
1698,355473
1699,311555
1700,255136
1701,281072
1702,241662
1703,248105
1704,296711
1705,227891
1706,396613
1707,203385
1708,186691
1709,258635
1710,203808
1711,265353
1712,258855
1713,275795
1714,206039
1715,197865
1716,185638
1717,167022
1718,151759
1719,198650
1720,230942
1721,168609
1722,146943
1723,166664
1724,197469
1725,228337
1726,189697
1727,158063
1728,185687
1729,167790
1730,160355
1731,121229
1732,130380
1733,111362
1734,117336
1735,134495
1736,112955
1737,326790
1738,253074
1739,258347
1740,217690
1741,185909
1742,167530
1743,177757
1744,312108
1745,199774
1746,205139
1747,226268
1748,235861
1749,159291
1750,157933
1751,252865
1752,119359
1753,158270
1754,203147
1755,172633
1756,126410
1757,120626
1758,151566
1759,170154
1760,164433
1761,162241
1762,182994
1763,182716
1764,118275
1765,185906
1766,190219
1767,230062
1768,147012
1769,169919
1770,158592
1771,123372
1772,130621
1773,130566
1774,152718
1775,132591
1776,125215
1777,107286
1778,152491
1779,117073
1780,169367
1781,126601
1782,89139
1783,134400
1784,106711
1785,131589
1786,147753
1787,167431
